Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor_Bruto;Tipo Agregado
Apartamento;Tijuca;2;1;0;84;1850.0;940.0;190.0;2790.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;88;2200.0;1497.0;240.0;3697.0;Apartamento
Apartamento;Barra da Tijuca;2;2;1;78;3550.0;3100.0;350.0;6650.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;86;2500.0;1000.0;174.0;3500.0;Apartamento
Apartamento;Flamengo;2;0;1;80;3200.0;690.0;;3890.0;Apartamento
Apartamento;Tijuca;3;0;0;80;1800.0;492.0;90.0;2292.0;Apartamento
Apartamento;Méier;3;1;0;75;1400.0;340.0;590.0;1740.0;Apartamento
Apartamento;Leblon;3;1;1;120;7300.0;1480.0;230.0;8780.0;Apartamento
Apartamento;Barra da Tijuca;4;2;1;115;2800.0;1800.0;250.0;4600.0;Apartamento
Apartamento;Botafogo;3;1;1;90;3500.0;900.0;1500.0;4400.0;Apartamento
Apartamento;Tijuca;3;2;1;82;2600.0;1022.0;180.0;3622.0;Apartamento
Apartamento;Leme;1;0;1;45;2300.0;870.0;23.0;3170.0;Apartamento
Apartamento;Centro;1;0;0;35;1000.0;500.0;24.0;1500.0;Apartamento
Apartamento;Flamengo;3;2;1;91;3200.0;806.0;164.0;4006.0;Apartamento
Apartamento;Madureira;2;0;0;60;1000.0;200.0;;1200.0;Apartamento
Apartamento;Centro;2;0;0;53;1500.0;450.0;;1950.0;Apartamento
Apartamento;Ipanema;2;0;0;48;2500.0;1000.0;110.0;3500.0;Apartamento
Apartamento;Botafogo;2;1;1;120;5000.0;1010.0;237.0;6010.0;Apartamento
Apartamento;Humaitá;3;2;1;122;4000.0;960.0;;4960.0;Apartamento
Apartamento;Ipanema;1;0;0;37;1500.0;554.0;122.0;2054.0;Apartamento
Apartamento;Copacabana;4;1;1;223;5000.0;1840.0;377.0;6840.0;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;4;202;3200.0;1100.0;1.0;4300.0;Apartamento
Apartamento;Campinho;3;2;2;194;1700.0;1150.0;141.0;2850.0;Apartamento
Apartamento;Tanque;2;1;0;43;800.0;684.0;16.0;1484.0;Apartamento
Apartamento;Copacabana;1;0;1;38;2300.0;506.0;24.0;2806.0;Apartamento
Apartamento;Pechincha;2;1;0;60;900.0;422.0;14.0;1322.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;0;45;950.0;290.0;13.0;1240.0;Apartamento
Apartamento;Copacabana;1;0;0;40;950.0;579.0;67.0;1529.0;Apartamento
Apartamento;Jardim Botânico;2;1;0;80;2500.0;790.0;194.0;3290.0;Apartamento
Apartamento;Copacabana;2;0;0;70;4000.0;;;;Apartamento
Apartamento;Maracanã;2;1;1;105;2800.0;600.0;;3400.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;250;3000.0;1156.0;;4156.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;65;2100.0;1100.0;;3200.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;3;145;2500.0;850.0;350.0;3350.0;Apartamento
Apartamento;Jardim Botânico;3;2;1;92;4000.0;1250.0;359.0;5250.0;Apartamento
Apartamento;Copacabana;2;0;0;62;2500.0;;;;Apartamento
Apartamento;Jardim Botânico;2;1;1;72;2800.0;940.0;140.0;3740.0;Apartamento
Apartamento;Tijuca;2;0;1;74;2200.0;650.0;150.0;2850.0;Apartamento
Apartamento;Glória;2;1;0;49;1900.0;770.0;15.0;2670.0;Apartamento
Apartamento;Leblon;2;1;2;155;5500.0;1500.0;550.0;7000.0;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;2;180;4100.0;1500.0;800.0;5600.0;Apartamento
Apartamento;Jacarepaguá;2;1;0;61;1000.0;281.0;35.0;1281.0;Apartamento
Apartamento;Botafogo;1;1;0;57;2500.0;1300.0;130.0;3800.0;Apartamento
Apartamento;Ipanema;3;2;1;90;5700.0;1323.0;365.0;7023.0;Apartamento
Apartamento;Jardim Botânico;3;1;1;115;3500.0;910.0;;4410.0;Apartamento
Apartamento;Vila da Penha;1;0;0;64;700.0;200.0;;900.0;Apartamento
Apartamento;Copacabana;1;0;0;50;2000.0;660.0;71.0;2660.0;Apartamento
Apartamento;Botafogo;1;0;0;50;2200.0;340.0;;2540.0;Apartamento
Apartamento;Copacabana;1;0;0;36;1300.0;458.0;72.0;1758.0;Apartamento
Apartamento;Barra da Tijuca;2;3;2;115;2500.0;3800.0;600.0;6300.0;Apartamento
Apartamento;Lagoa;3;2;2;203;8000.0;1925.0;940.0;9925.0;Apartamento
Apartamento;Ipanema;3;1;0;80;3650.0;1150.0;158.0;4800.0;Apartamento
Apartamento;Ipanema;3;1;1;140;8000.0;930.0;1460.0;8930.0;Apartamento
Apartamento;Tijuca;2;1;0;85;1700.0;580.0;100.0;2280.0;Apartamento
Apartamento;Leblon;2;1;1;164;10000.0;2600.0;450.0;12600.0;Apartamento
Apartamento;Riachuelo;1;1;0;55;1000.0;500.0;;1500.0;Apartamento
Apartamento;Tijuca;1;1;0;57;1700.0;595.0;495.0;2295.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;300;9800.0;4000.0;900.0;13800.0;Apartamento
Apartamento;Engenho Novo;1;1;0;54;1000.0;450.0;34.0;1450.0;Apartamento
Apartamento;Copacabana;3;1;0;100;4800.0;890.0;;5690.0;Apartamento
Apartamento;Copacabana;3;1;1;200;5500.0;2000.0;;7500.0;Apartamento
Apartamento;Barra da Tijuca;3;1;1;74;2250.0;600.0;74.0;2850.0;Apartamento
Apartamento;Tijuca;3;1;0;103;1950.0;610.0;99.0;2560.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;123;5000.0;2600.0;780.0;7600.0;Apartamento
Apartamento;Flamengo;3;1;1;127;5300.0;770.0;267.0;6070.0;Apartamento
Apartamento;Laranjeiras;3;1;1;114;3800.0;1100.0;216.0;4900.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;60;1250.0;570.0;67.0;1820.0;Apartamento
Apartamento;Bangu;2;0;0;50;640.0;25.0;;665.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;65;1550.0;936.0;121.0;2486.0;Apartamento
Apartamento;Leme;2;1;1;83;3300.0;1200.0;200.0;4500.0;Apartamento
Apartamento;Vaz Lobo;2;1;0;50;1100.0;;;;Apartamento
Apartamento;Flamengo;2;1;0;83;3000.0;850.0;131.0;3850.0;Apartamento
Apartamento;Ipanema;1;0;0;38;5500.0;;;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;90;2500.0;650.0;;3150.0;Apartamento
Apartamento;Moneró;2;0;0;199;1300.0;;;;Apartamento
Apartamento;Leblon;3;1;1;96;5500.0;1500.0;250.0;7000.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;48;1200.0;660.0;55.0;1860.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;0;68;1300.0;580.0;98.0;1880.0;Apartamento
Apartamento;Tijuca;2;1;1;90;2400.0;800.0;80.0;3200.0;Apartamento
Apartamento;Santa Teresa;3;0;0;80;2200.0;250.0;20.0;2450.0;Apartamento
Apartamento;Lagoa;3;1;1;101;3500.0;1155.0;281.0;4655.0;Apartamento
Apartamento;Laranjeiras;3;0;0;120;2700.0;700.0;130.0;3400.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;70;2400.0;1000.0;260.0;3400.0;Apartamento
Apartamento;Vila Isabel;1;0;0;50;1200.0;450.0;;1650.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;2;75;1700.0;1020.0;170.0;2720.0;Apartamento
Apartamento;Barra da Tijuca;2;0;2;107;4200.0;1400.0;250.0;5600.0;Apartamento
Apartamento;Ipanema;1;0;0;60;1800.0;620.0;50.0;2420.0;Apartamento
Apartamento;Tijuca;1;0;0;39;1400.0;251.0;24.0;1651.0;Apartamento
Apartamento;Copacabana;3;1;1;194;6000.0;1750.0;194.0;7750.0;Apartamento
Apartamento;Pechincha;2;1;0;80;1000.0;530.0;25.0;1530.0;Apartamento
Apartamento;Laranjeiras;2;2;1;152;3300.0;2400.0;398.0;5700.0;Apartamento
Apartamento;Jacarepaguá;4;2;1;235;4200.0;2539.0;;6739.0;Apartamento
Apartamento;Copacabana;1;0;0;45;1500.0;784.0;65.0;2284.0;Apartamento
Apartamento;Barra da Tijuca;3;2;3;138;5800.0;1740.0;367.0;7540.0;Apartamento
Apartamento;Laranjeiras;1;0;0;51;1400.0;505.0;30.0;1905.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;1800.0;630.0;60.0;2430.0;Apartamento
Apartamento;Ipanema;3;2;1;117;6600.0;2340.0;387.0;8940.0;Apartamento
Apartamento;Taquara;2;1;1;60;1000.0;530.0;58.0;1530.0;Apartamento
Apartamento;Barra da Tijuca;1;0;0;68;1600.0;1100.0;255.0;2700.0;Apartamento
Apartamento;Centro;1;0;0;34;800.0;330.0;18.0;1130.0;Apartamento
Apartamento;Andaraí;2;0;0;60;1300.0;540.0;;1840.0;Apartamento
Apartamento;Ipanema;3;1;1;110;5500.0;1240.0;325.0;6740.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;118;2200.0;660.0;;2860.0;Apartamento
Apartamento;Tijuca;3;1;0;170;3000.0;945.0;225.0;3945.0;Apartamento
Apartamento;Jacarepaguá;3;2;1;200;5000.0;1855.0;230.0;6855.0;Apartamento
Apartamento;Botafogo;2;1;1;104;3000.0;1100.0;1800.0;4100.0;Apartamento
Apartamento;Flamengo;1;0;0;50;1700.0;570.0;;2270.0;Apartamento
Apartamento;Copacabana;3;1;1;148;3500.0;1540.0;344.0;5040.0;Apartamento
Apartamento;Rio Comprido;2;1;1;90;1500.0;640.0;;2140.0;Apartamento
Apartamento;Humaitá;3;2;1;105;5500.0;1828.0;257.0;7328.0;Apartamento
Apartamento;São Conrado;2;2;1;100;4000.0;2200.0;180.0;6200.0;Apartamento
Apartamento;Copacabana;3;0;0;110;6000.0;860.0;150.0;6860.0;Apartamento
Apartamento;Copacabana;3;1;1;140;3500.0;1259.0;236.0;4759.0;Apartamento
Apartamento;Flamengo;3;1;2;195;6500.0;1300.0;575.0;7800.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;74;2000.0;1106.0;;3106.0;Apartamento
Apartamento;Grajaú;2;1;1;70;1600.0;830.0;100.0;2430.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;120;1800.0;724.0;205.0;2524.0;Apartamento
Apartamento;Lagoa;3;1;1;120;7200.0;3000.0;600.0;10200.0;Apartamento
Apartamento;Ipanema;3;0;1;80;7000.0;500.0;500.0;7500.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;107;2000.0;751.0;;2751.0;Apartamento
Apartamento;Leblon;2;1;1;85;6400.0;2000.0;450.0;8400.0;Apartamento
Apartamento;Copacabana;1;0;0;39;2500.0;590.0;25.0;3090.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;3;1;214;3000.0;900.0;;3900.0;Apartamento
Apartamento;Centro;2;0;0;60;1900.0;600.0;205.0;2500.0;Apartamento
Apartamento;Ipanema;4;2;1;141;7500.0;1459.0;;8959.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;3500.0;1250.0;338.0;4750.0;Apartamento
Apartamento;Engenho de Dentro;2;1;1;59;1500.0;580.0;560.0;2080.0;Apartamento
Apartamento;Barra da Tijuca;5;4;5;340;10000.0;3500.0;11000.0;13500.0;Apartamento
Apartamento;Botafogo;1;1;0;45;2150.0;;80.0;;Apartamento
Apartamento;Barra da Tijuca;3;2;2;72;2400.0;610.0;67.0;3010.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;117;1400.0;650.0;143.0;2050.0;Apartamento
Apartamento;Leblon;1;0;0;50;2800.0;710.0;;3510.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;130;4800.0;1100.0;;5900.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;53;1200.0;636.0;55.0;1836.0;Apartamento
Apartamento;Ipanema;2;0;0;66;2800.0;584.0;126.0;3384.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;82;1800.0;2100.0;248.0;3900.0;Apartamento
Apartamento;Leblon;4;2;1;167;4500.0;5000.0;747.0;9500.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;65;1500.0;650.0;74.0;2150.0;Apartamento
Apartamento;Botafogo;2;1;1;70;2500.0;737.0;;3237.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;102;2500.0;536.0;200.0;3036.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;115;4400.0;1000.0;526.0;5400.0;Apartamento
Apartamento;Botafogo;2;0;0;80;2500.0;800.0;;3300.0;Apartamento
Apartamento;Copacabana;2;0;0;50;1800.0;930.0;20.0;2730.0;Apartamento
Apartamento;Copacabana;1;0;0;40;1400.0;560.0;62.0;1960.0;Apartamento
Apartamento;Barra da Tijuca;4;2;1;160;3800.0;1800.0;600.0;5600.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;234;8500.0;3400.0;544.0;11900.0;Apartamento
Apartamento;Leblon;3;1;1;170;8000.0;2800.0;586.0;10800.0;Apartamento
Apartamento;Botafogo;3;1;0;95;3800.0;1400.0;1400.0;5200.0;Apartamento
Apartamento;Leme;4;0;1;120;6000.0;1400.0;170.0;7400.0;Apartamento
Apartamento;Copacabana;1;0;0;39;1600.0;408.0;;2008.0;Apartamento
Apartamento;Lagoa;2;1;1;98;3500.0;1331.0;;4831.0;Apartamento
Apartamento;Jacarepaguá;2;1;1;70;1800.0;700.0;112.0;2500.0;Apartamento
Apartamento;Penha;2;0;0;60;1000.0;300.0;;1300.0;Apartamento
Apartamento;Flamengo;2;0;1;86;4500.0;745.0;1615.0;5245.0;Apartamento
Apartamento;Copacabana;2;1;0;66;3000.0;630.0;;3630.0;Apartamento
Apartamento;Laranjeiras;3;2;0;155;1500.0;2600.0;328.0;4100.0;Apartamento
Apartamento;Barra da Tijuca;3;1;1;90;2309.0;;;;Apartamento
Apartamento;Ipanema;3;1;0;94;3800.0;1400.0;252.0;5200.0;Apartamento
Apartamento;Tijuca;3;1;0;115;2250.0;1000.0;;3250.0;Apartamento
Apartamento;Centro;1;0;0;20;900.0;238.0;10.0;1138.0;Apartamento
Apartamento;Copacabana;3;1;1;195;7500.0;1800.0;4650.0;9300.0;Apartamento
Apartamento;Copacabana;2;2;2;89;6200.0;3451.0;359.0;9651.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;75;1800.0;677.0;132.0;2477.0;Apartamento
Apartamento;Laranjeiras;1;0;0;70;1800.0;800.0;80.0;2600.0;Apartamento
Apartamento;Copacabana;4;1;1;191;4150.0;3000.0;452.0;7150.0;Apartamento
Apartamento;Copacabana;1;0;0;50;2100.0;630.0;240.0;2730.0;Apartamento
Apartamento;Copacabana;2;1;2;321;7500.0;3100.0;697.0;10600.0;Apartamento
Apartamento;Copacabana;3;0;0;92;1900.0;1386.0;111.0;3286.0;Apartamento
Apartamento;Grajaú;2;1;2;84;1700.0;551.0;;2251.0;Apartamento
Apartamento;Botafogo;1;1;0;37;1800.0;1021.0;;2821.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;55;1100.0;510.0;36.0;1610.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;4;3;180;4500.0;630.0;743.0;5130.0;Apartamento
Apartamento;Copacabana;2;1;1;81;3300.0;1082.0;200.0;4382.0;Apartamento
Apartamento;Copacabana;3;0;1;190;7000.0;1000.0;150.0;8000.0;Apartamento
Apartamento;Copacabana;4;1;1;239;3000.0;2000.0;3700.0;5000.0;Apartamento
Apartamento;Lagoa;3;2;1;125;3799.0;1750.0;365.0;5549.0;Apartamento
Apartamento;Rio Comprido;4;0;0;95;3000.0;200.0;;3200.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;0;200;1800.0;741.0;;2541.0;Apartamento
Apartamento;Humaitá;1;0;0;41;2300.0;350.0;;2650.0;Apartamento
Apartamento;Tijuca;3;1;0;85;2000.0;935.0;;2935.0;Apartamento
Apartamento;Copacabana;2;0;0;70;2000.0;720.0;;2720.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;38;1600.0;480.0;80.0;2080.0;Apartamento
Apartamento;Jacarepaguá;2;1;1;66;1700.0;600.0;85.0;2300.0;Apartamento
Apartamento;Portuguesa;1;0;0;16;1200.0;;;;Apartamento
Apartamento;Flamengo;2;1;1;97;3100.0;948.0;191.0;4048.0;Apartamento
Apartamento;Copacabana;3;0;0;80;2700.0;760.0;180.0;3460.0;Apartamento
Apartamento;Tijuca;2;1;1;90;2500.0;970.0;165.0;3470.0;Apartamento
Apartamento;Botafogo;1;1;0;40;1800.0;1021.0;;2821.0;Apartamento
Apartamento;Copacabana;3;1;0;180;4000.0;1290.0;450.0;5290.0;Apartamento
Apartamento;Praça Seca;2;1;0;60;700.0;365.0;74.0;1065.0;Apartamento
Apartamento;Barra da Tijuca;3;2;3;131;8000.0;2800.0;650.0;10800.0;Apartamento
Apartamento;Tijuca;2;1;0;68;1800.0;650.0;24.0;2450.0;Apartamento
Apartamento;Leme;2;0;0;82;2800.0;740.0;;3540.0;Apartamento
Apartamento;Ipanema;3;2;1;240;8900.0;1700.0;550.0;10600.0;Apartamento
Apartamento;Leblon;3;1;1;110;4500.0;1100.0;300.0;5600.0;Apartamento
Apartamento;Tijuca;2;1;0;67;1500.0;573.0;50.0;2073.0;Apartamento
Apartamento;Barra da Tijuca;3;2;3;123;6000.0;2500.0;780.0;8500.0;Apartamento
Apartamento;Pechincha;2;1;1;70;1300.0;616.0;;1916.0;Apartamento
Apartamento;Taquara;2;1;0;45;800.0;380.0;10.0;1180.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;1;91;2000.0;870.0;120.0;2870.0;Apartamento
Apartamento;Copacabana;1;0;0;30;2800.0;;;;Apartamento
Apartamento;Centro;1;0;0;42;1100.0;410.0;;1510.0;Apartamento
Apartamento;Flamengo;4;1;1;320;8000.0;1500.0;;9500.0;Apartamento
Apartamento;Lagoa;2;2;1;100;5000.0;1300.0;;6300.0;Apartamento
Apartamento;Leme;1;0;0;50;2000.0;600.0;90.0;2600.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;3;146;2000.0;1300.0;660.0;3300.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;60;2500.0;1414.0;262.0;3914.0;Apartamento
Apartamento;Botafogo;3;1;1;107;4900.0;1300.0;276.0;6200.0;Apartamento
Apartamento;Leblon;3;1;0;85;4000.0;815.0;230.0;4815.0;Apartamento
Apartamento;Leblon;3;2;1;134;5300.0;1400.0;524.0;6700.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;75;1700.0;670.0;140.0;2370.0;Apartamento
Apartamento;Vila Valqueire;2;1;0;73;1100.0;610.0;;1710.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;150;8000.0;1200.0;400.0;9200.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;65;1600.0;1750.0;350.0;3350.0;Apartamento
Apartamento;Barra da Tijuca;4;2;2;160;4700.0;1700.0;;6400.0;Apartamento
Apartamento;Grajaú;2;0;0;60;1300.0;465.0;22.0;1765.0;Apartamento
Apartamento;Grajaú;2;0;0;78;1800.0;450.0;35.0;2250.0;Apartamento
Apartamento;Cosmos;2;1;0;60;650.0;;;;Apartamento
Apartamento;Ipanema;3;1;1;160;3900.0;1300.0;135.0;5200.0;Apartamento
Apartamento;Jacarepaguá;2;1;1;66;2000.0;682.0;89.0;2682.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;3;180;3500.0;700.0;;4200.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);5;3;2;261;2500.0;2160.0;3900.0;4660.0;Apartamento
Apartamento;Ipanema;3;3;3;169;9000.0;2000.0;620.0;11000.0;Apartamento
Apartamento;Barra da Tijuca;4;2;1;205;5500.0;3000.0;;8500.0;Apartamento
Apartamento;Leblon;2;1;0;100;5000.0;1050.0;170.0;6050.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;117;1500.0;650.0;143.0;2150.0;Apartamento
Apartamento;Leblon;3;2;1;100;6200.0;1100.0;342.0;7300.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;76;1900.0;740.0;124.0;2640.0;Apartamento
Apartamento;Catete;1;0;0;30;1200.0;360.0;25.0;1560.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;95;1800.0;1250.0;;3050.0;Apartamento
Apartamento;Copacabana;4;0;0;196;6000.0;1200.0;250.0;7200.0;Apartamento
Apartamento;Todos os Santos;2;0;0;44;1000.0;295.0;35.0;1295.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;67;1700.0;590.0;131.0;2290.0;Apartamento
Apartamento;Copacabana;3;0;0;100;3000.0;650.0;;3650.0;Apartamento
Apartamento;Curicica;3;1;1;71;1500.0;630.0;;2130.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;2;195;3000.0;750.0;434.0;3750.0;Apartamento
Apartamento;Campo Grande;2;1;0;50;900.0;308.0;;1208.0;Apartamento
Apartamento;Tomás Coelho;2;1;0;70;900.0;337.0;;1237.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;101;1600.0;722.0;236.0;2322.0;Apartamento
Apartamento;Laranjeiras;2;1;0;110;3000.0;800.0;71.0;3800.0;Apartamento
Apartamento;Jardim Guanabara;1;1;0;59;1500.0;360.0;90.0;1860.0;Apartamento
Apartamento;Laranjeiras;3;0;0;125;2700.0;600.0;34.0;3300.0;Apartamento
Apartamento;Barra da Tijuca;3;2;3;130;4500.0;1766.0;338.0;6266.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;104;2400.0;800.0;205.0;3200.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;0;46;1000.0;290.0;16.0;1290.0;Apartamento
Apartamento;Copacabana;1;1;0;55;2200.0;1300.0;276.0;3500.0;Apartamento
Apartamento;Cachambi;2;1;1;65;1000.0;800.0;60.0;1800.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;1;120;1500.0;732.0;1390.0;2232.0;Apartamento
Apartamento;Flamengo;3;1;0;110;3300.0;1300.0;134.0;4600.0;Apartamento
Apartamento;Pechincha;3;1;1;70;1400.0;488.0;76.0;1888.0;Apartamento
Apartamento;Ipanema;4;1;0;150;8000.0;1500.0;261.0;9500.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;4;3;180;3000.0;1200.0;400.0;4200.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;184;2200.0;1300.0;200.0;3500.0;Apartamento
Apartamento;Curicica;2;1;0;47;1100.0;500.0;50.0;1600.0;Apartamento
Apartamento;Vila Isabel;2;1;0;68;1600.0;540.0;43.0;2140.0;Apartamento
Apartamento;Copacabana;1;0;0;40;1800.0;625.0;68.0;2425.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;86;1900.0;536.0;167.0;2436.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;84;1500.0;900.0;131.0;2400.0;Apartamento
Apartamento;Botafogo;3;0;0;100;4500.0;400.0;140.0;4900.0;Apartamento
Apartamento;Campo Grande;2;1;0;50;900.0;220.0;;1120.0;Apartamento
Apartamento;Rio Comprido;2;1;1;64;1500.0;330.0;34.0;1830.0;Apartamento
Apartamento;Santa Teresa;2;0;1;65;1800.0;175.0;13.0;1975.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);4;2;3;186;2500.0;1100.0;1700.0;3600.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;65;1600.0;600.0;120.0;2200.0;Apartamento
Apartamento;Barra da Tijuca;2;1;2;140;10000.0;;;;Apartamento
Apartamento;Botafogo;1;1;0;50;2600.0;1230.0;137.0;3830.0;Apartamento
Apartamento;Copacabana;4;1;1;195;9500.0;1707.0;537.0;11207.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;120;6000.0;3600.0;8000.0;9600.0;Apartamento
Apartamento;Jardim Botânico;1;1;0;72;3000.0;895.0;175.0;3895.0;Apartamento
Apartamento;Leblon;3;1;0;102;4200.0;860.0;45.0;5060.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;70;2600.0;550.0;;3150.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;76;1100.0;788.0;147.0;1888.0;Apartamento
Apartamento;Barra da Tijuca;3;3;1;203;5500.0;2800.0;696.0;8300.0;Apartamento
Apartamento;Tijuca;2;1;1;75;1300.0;550.0;;1850.0;Apartamento
Apartamento;Pechincha;3;1;1;93;1400.0;984.0;84.0;2384.0;Apartamento
Apartamento;Gávea;2;1;0;100;3300.0;1250.0;220.0;4550.0;Apartamento
Apartamento;Leblon;4;1;0;160;6800.0;1500.0;400.0;8300.0;Apartamento
Apartamento;Catete;1;0;0;45;1500.0;509.0;58.0;2009.0;Apartamento
Apartamento;Copacabana;3;2;2;123;4200.0;1347.0;310.0;5547.0;Apartamento
Apartamento;Ipanema;1;0;0;40;2990.0;450.0;;3440.0;Apartamento
Apartamento;Barra da Tijuca;2;1;2;80;1900.0;1000.0;180.0;2900.0;Apartamento
Apartamento;Leblon;3;1;1;150;7000.0;1000.0;308.0;8000.0;Apartamento
Apartamento;Campo Grande;2;1;0;50;900.0;220.0;;1120.0;Apartamento
Apartamento;Lins de Vasconcelos;2;1;0;65;1000.0;490.0;47.0;1490.0;Apartamento
Apartamento;Jardim Botânico;2;0;1;74;2800.0;1423.0;;4223.0;Apartamento
Apartamento;Cachambi;2;1;1;65;1900.0;;;;Apartamento
Apartamento;Botafogo;1;0;0;38;1800.0;788.0;24.0;2588.0;Apartamento
Apartamento;Vargem Grande;4;0;1;180;1900.0;;176.0;;Apartamento
Apartamento;Leblon;2;1;0;82;4000.0;970.0;170.0;4970.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;85;2950.0;700.0;61.0;3650.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;70;1800.0;970.0;170.0;2770.0;Apartamento
Apartamento;Laranjeiras;3;0;0;120;4200.0;550.0;;4750.0;Apartamento
Apartamento;Ipanema;3;2;0;100;5000.0;1000.0;260.0;6000.0;Apartamento
Apartamento;Centro;1;0;0;27;1100.0;370.0;;1470.0;Apartamento
Apartamento;Tomás Coelho;2;0;0;50;700.0;70.0;;770.0;Apartamento
Apartamento;Ipanema;1;0;0;32;1800.0;666.0;;2466.0;Apartamento
Apartamento;Ipanema;3;1;1;145;8000.0;1800.0;400.0;9800.0;Apartamento
Apartamento;Ipanema;4;2;1;220;6500.0;2800.0;561.0;9300.0;Apartamento
Apartamento;Tijuca;3;2;1;119;2500.0;830.0;;3330.0;Apartamento
Apartamento;Barra da Tijuca;4;2;1;297;7509.0;3700.0;11290.0;11209.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;92;2000.0;600.0;100.0;2600.0;Apartamento
Apartamento;Botafogo;2;0;0;58;3000.0;890.0;163.0;3890.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;74;2000.0;1300.0;250.0;3300.0;Apartamento
Apartamento;Flamengo;5;2;1;300;5500.0;2270.0;812.0;7770.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;110;2800.0;1100.0;361.0;3900.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;60;1600.0;973.0;140.0;2573.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;3;192;7500.0;960.0;2700.0;8460.0;Apartamento
